metric,family,nativeKind,unit,timeframeMode,transform,legal,operandRequired,sideRequired,chainSuccessors,chainedRankOrderings,rankableSpreadOperands,rankOrderings,spreadOperandCount
OI,derivatives,numeric,usdLargeCount,timeless,rank,yes,,,,,,hi|lo|far|near,
OI,derivatives,numeric,usdLargeCount,timeless,crossDetect,no,,,,,,,
OI,derivatives,numeric,usdLargeCount,timeless,count,no,,,,,,,
OI,derivatives,numeric,usdLargeCount,timeless,nearestZoneType,no,,,,,,,
OI,derivatives,numeric,usdLargeCount,timeless,nearestZoneRange,no,,,,,,,
OI,derivatives,numeric,usdLargeCount,timeless,nearestZoneDist,no,,,,,,,
OI,derivatives,numeric,usdLargeCount,timeless,nearestZoneAge,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,value,yes,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,trajectory,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,distance,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,spread,yes,yes,,,,,,15
OI_CHG,derivatives,numeric,percent,timeless,aggregate,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,efficiency,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,bandTouch,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,classifyZone,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,maxShare,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,rank,yes,,,,,,hi|lo|far|near,
OI_CHG,derivatives,numeric,percent,timeless,crossDetect,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,count,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,nearestZoneType,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
OI_CHG,derivatives,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,value,yes,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,trajectory,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,distance,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,spread,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,aggregate,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,efficiency,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,bandTouch,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,classifyZone,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,maxShare,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,rank,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,crossDetect,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,count,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,nearestZoneType,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,nearestZoneRange,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,nearestZoneDist,no,,,,,,,
OI_VELOCITY,derivatives,classification,,timeless,nearestZoneAge,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,value,yes,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,trajectory,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,distance,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,spread,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,aggregate,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,efficiency,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,bandTouch,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,classifyZone,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,maxShare,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,rank,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,crossDetect,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,count,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,nearestZoneType,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,nearestZoneRange,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,nearestZoneDist,no,,,,,,,
OI_PX_REGIME,derivatives,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,value,yes,,,,,,,
REGIME_TREND,regime,classification,,timeless,trajectory,yes,,,,,,,
REGIME_TREND,regime,classification,,timeless,distance,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,spread,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,rank,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,count,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_TREND,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,value,yes,,,,,,,
REGIME_VOL,regime,classification,,timeless,trajectory,yes,,,,,,,
REGIME_VOL,regime,classification,,timeless,distance,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,spread,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,rank,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,count,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_VOL,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,value,yes,,,,,,,
REGIME_MOM,regime,classification,,timeless,trajectory,yes,,,,,,,
REGIME_MOM,regime,classification,,timeless,distance,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,spread,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,rank,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,count,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_MOM,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,value,yes,,,,,,,
REGIME_STATE,regime,classification,,timeless,trajectory,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,distance,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,spread,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,rank,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,count,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_STATE,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,value,yes,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,trajectory,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,distance,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,spread,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,rank,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,count,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_CONVICTION,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,value,yes,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,trajectory,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,distance,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,spread,yes,yes,,,,,,5
REGIME_RUN_BARS,regime,numeric,count,timeless,aggregate,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,efficiency,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,bandTouch,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,classifyZone,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,maxShare,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,rank,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,crossDetect,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,count,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,nearestZoneType,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,nearestZoneRange,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,nearestZoneDist,no,,,,,,,
REGIME_RUN_BARS,regime,numeric,count,timeless,nearestZoneAge,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,value,yes,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,trajectory,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,distance,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,spread,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,rank,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,count,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_TREND_GATE,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,value,yes,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,trajectory,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,distance,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,spread,yes,yes,,,,,,16
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,aggregate,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,efficiency,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,bandTouch,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,classifyZone,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,maxShare,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,rank,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,crossDetect,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,count,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,nearestZoneType,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,nearestZoneRange,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,nearestZoneDist,no,,,,,,,
REGIME_TREND_MARGIN,regime,numeric,oscillator,timeless,nearestZoneAge,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,value,yes,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,trajectory,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,distance,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,spread,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,rank,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,count,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_TREND_SOURCE,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,value,yes,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,trajectory,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,distance,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,spread,yes,yes,,,,,,16
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,aggregate,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,efficiency,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,bandTouch,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,classifyZone,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,maxShare,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,rank,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,crossDetect,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,count,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,nearestZoneType,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,nearestZoneRange,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,nearestZoneDist,no,,,,,,,
REGIME_DI_SPREAD,regime,numeric,oscillator,timeless,nearestZoneAge,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,value,yes,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,trajectory,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,distance,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,spread,yes,yes,,,,,,2
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,aggregate,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,efficiency,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,bandTouch,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,classifyZone,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,maxShare,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,rank,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,crossDetect,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,count,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,nearestZoneType,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,nearestZoneRange,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,nearestZoneDist,no,,,,,,,
REGIME_VOL_ATR_RATIO,regime,numeric,ratio,timeless,nearestZoneAge,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,value,yes,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,trajectory,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,distance,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,spread,yes,yes,,,,,,2
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,aggregate,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,efficiency,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,bandTouch,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,classifyZone,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,maxShare,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,rank,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,crossDetect,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,count,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,nearestZoneType,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,nearestZoneRange,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,nearestZoneDist,no,,,,,,,
REGIME_VOL_BBW_RATIO,regime,numeric,ratio,timeless,nearestZoneAge,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,value,yes,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,trajectory,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,distance,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,spread,yes,yes,,,,,,5
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,aggregate,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,efficiency,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,bandTouch,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,classifyZone,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,maxShare,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,rank,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,crossDetect,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,count,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,nearestZoneType,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,nearestZoneRange,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,nearestZoneDist,no,,,,,,,
REGIME_MOM_BULL_VOTES,regime,numeric,count,timeless,nearestZoneAge,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,value,yes,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,trajectory,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,distance,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,spread,yes,yes,,,,,,5
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,aggregate,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,efficiency,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,bandTouch,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,classifyZone,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,maxShare,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,rank,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,crossDetect,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,count,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,nearestZoneType,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,nearestZoneRange,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,nearestZoneDist,no,,,,,,,
REGIME_MOM_BEAR_VOTES,regime,numeric,count,timeless,nearestZoneAge,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,value,yes,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,trajectory,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,distance,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,spread,yes,yes,,,,,,15
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,aggregate,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,efficiency,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,bandTouch,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,classifyZone,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,maxShare,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,rank,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,crossDetect,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,count,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,nearestZoneType,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
REGIME_CRASH_MARGIN,regime,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,value,yes,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,trajectory,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,distance,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,spread,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,aggregate,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,efficiency,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,bandTouch,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,classifyZone,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,maxShare,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,rank,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,crossDetect,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,count,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,nearestZoneType,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,nearestZoneRange,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,nearestZoneDist,no,,,,,,,
REGIME_CRASH_LATCH,regime,classification,,timeless,nearestZoneAge,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_PICK,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
CROWD_PICK,crowd,numeric,percent,timeless,nearestZoneAge,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,value,yes,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,trajectory,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,distance,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,spread,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,aggregate,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,efficiency,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,bandTouch,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,classifyZone,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,maxShare,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,rank,yes,,,,,,hi|lo,
CROWD_UPBIAS,crowd,numeric,percent,timeless,crossDetect,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,count,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneType,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneRange,no,,,,,,,
CROWD_UPBIAS,crowd,numeric,percent,timeless,nearestZoneDist,no,,,,,,,
